parent_PID,stim1_name,stim1_file,stim1_pair,stim1_deact_file,stim1_step2_name,stim1_step2_file,stim1_step2_basket_name,stim1_step2_basket_file,stim2_name,stim2_file,stim2_pair,stim2_deact_file,stim2_step2_name,stim2_step2_file,stim2_step2_basket_name,stim2_step2_basket_file,stim3_name,stim3_file,stim3_pair,stim3_deact_file,stim3_step2_name,stim3_step2_file,stim3_step2_basket_name,stim3_step2_basket_file,stim4_name,stim4_file,stim4_pair,stim4_deact_file,stim4_step2_name,stim4_step2_file,stim4_step2_basket_name,stim4_step2_basket_file,stim5_name,stim5_file,stim5_pair,stim5_deact_file,stim5_step2_name,stim5_step2_file,stim5_step2_basket_name,stim5_step2_basket_file,stim6_name,stim6_file,stim6_pair,stim6_deact_file,stim6_step2_name,stim6_step2_file,stim6_step2_basket_name,stim6_step2_basket_file,stim7_name,stim7_file,stim7_pair,stim7_deact_file,stim7_step2_name,stim7_step2_file,stim7_step2_basket_name,stim7_step2_basket_file,stim8_name,stim8_file,stim8_pair,stim8_deact_file,stim8_step2_name,stim8_step2_file,stim8_step2_basket_name,stim8_step2_basket_file,obs_AC_trials,participant,session,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,consent_keyresp.keys,consent_keyresp.rt,consent_keyresp.duration,global_instructions1_key.keys,global_instructions1_key.rt,global_instructions1_key.duration,global_instructions2_key.keys,global_instructions2_key.rt,global_instructions2_key.duration,global_instructions3_key.keys,global_instructions3_key.rt,global_instructions3_key.duration,global_instructions4_key.keys,global_instructions4_key.rt,global_instructions4_key.duration,stake_instructions_key.keys,stake_instructions_key.rt,stake_instructions_key.duration,global_instructions5_key.keys,global_instructions5_key.rt,global_instructions5_key.duration,p_fixation_2.started,p_fixation_2.stopped,p_step1_keyresp.keys,p_step1_keyresp.rt,p_step1_keyresp.duration,p_step2_keyresp.keys,p_step2_keyresp.rt,p_step2_keyresp.duration,p_step1_pair_index,p_step1_stimLeft_name,p_step1_stimLeft_pair,p_step1_stimLeft_reward,p_step1_stimLeft_step2Stim,p_step1_stimLeft_step2Basket,p_step1_stimRight_name,p_step1_stimRight_pair,p_step1_stimRight_reward,p_step1_stimRight_step2Stim,p_step1_stimRight_step2Basket,p_points,t_mult,p_fail_step1,p_fail_step2,p_reward_flag,p_step1_choice,p_step2_stim,p_step2_basket,p_score,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,practice.ran,pair_index,p_mult,p_failStep2_keyresp.keys,p_failStep2_keyresp.rt,p_failStep2_keyresp.duration,obs_instructions_1_key.keys,obs_instructions_1_key.rt,obs_instructions_1_key.duration,obs_instructions_2_key.keys,obs_instructions_2_key.rt,obs_instructions_2_key.duration,obs_stim_left,obs_stim_right,obs_step1_key,obs_step1_RT,obs_step2_forest,obs_step2_basket,obs_step2_RT,obs_mult,obs_points,obs_score,obs_AC_flag,obs_AC_step1_flag,obs_AC_step2_flag,obs_AC_mistake_flag,obs_AC_no_answer_flag,obs_AC_step2_no_answer_flag,obs_AC_counter,good_answer,obs_attention_check_fail,obs.thisRepN,obs.thisTrialN,obs.thisN,obs.thisIndex,obs.ran,obs_attention_check_step2_keyresp.keys,obs_attention_check_step2_keyresp.rt,obs_attention_check_step2_keyresp.duration,obs_attention_check_step1_keyresp.keys,obs_attention_check_step1_keyresp.rt,obs_attention_check_step1_keyresp.duration,t_instructions_keyresp.keys,t_instructions_keyresp.rt,t_instructions_keyresp.duration,t_instructions_2_keyresp.keys,t_instructions_2_keyresp.rt,t_instructions_2_keyresp.duration,t_step1_keyresp.keys,t_step1_keyresp.rt,t_step1_keyresp.duration,t_step2_keyresp.keys,t_step2_keyresp.rt,t_step2_keyresp.duration,t_step1_pair_index,t_step1_stimLeft_name,t_step1_stimLeft_pair,t_step1_stimLeft_reward,t_step1_stimLeft_step2Stim,t_step1_stimLeft_step2Basket,t_step1_stimRight_name,t_step1_stimRight_pair,t_step1_stimRight_reward,t_step1_stimRight_step2Stim,t_step1_stimRight_step2Basket,t_points,t_fail_step1,t_fail_step2,t_reward_flag,t_step1_choice,t_step2_stim,t_step2_basket,globa_score,t_data_stimWalk0,t_data_stimWalk1,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,break_key_resp.keys,break_key_resp.rt,break_key_resp.duration,t_recording.started,t_recording.stopped,pl_global_instructions_keyresp.keys,pl_global_instructions_keyresp.rt,pl_global_instructions_keyresp.duration,pl1_instructions1_keyresp.keys,pl1_instructions1_keyresp.rt,pl1_instructions1_keyresp.duration,pl1_instructions2_keyresp.keys,pl1_instructions2_keyresp.rt,pl1_instructions2_keyresp.duration,pl1_instructions3_keyresp.keys,pl1_instructions3_keyresp.rt,pl1_instructions3_keyresp.duration,pl1_instructions4_keyresp.keys,pl1_instructions4_keyresp.rt,pl1_instructions4_keyresp.duration,pl1_task_lickert.response,pl1_task_lickert.rt,pl1_task_confidence_lickert.response,pl1_task_confidence_lickert.rt,pl1_task_keyresp.keys,pl1_task_keyresp.rt,pl1_task_keyresp.duration,pl1_task_stimLeft,pl1_task_stimRight,pl1_loop.thisRepN,pl1_loop.thisTrialN,pl1_loop.thisN,pl1_loop.thisIndex,pl1_loop.ran,stimLeft_index,stimRight_index,pl2_instructions_keyresp.keys,pl2_instructions_keyresp.rt,pl2_instructions_keyresp.duration,pl2_task_lickert.response,pl2_task_lickert.rt,pl2_task_confidence_lickert.response,pl2_task_confidence_lickert.rt,pl2_task_keyresp.keys,pl2_task_keyresp.rt,pl2_task_keyresp.duration,pl2_task_gnome,pl2_task_forest,pl2_task_basket,pl2_loop.thisRepN,pl2_loop.thisTrialN,pl2_loop.thisN,pl2_loop.thisIndex,pl2_loop.ran,gnome_id,forest_id,end_keyresp.keys,end_keyresp.rt,end_keyresp.duration,passed_attention_check_loop.thisRepN,passed_attention_check_loop.thisTrialN,passed_attention_check_loop.thisN,passed_attention_check_loop.thisIndex,passed_attention_check_loop.ran,show_trials.thisRepN,show_trials.thisTrialN,show_trials.thisN,show_trials.thisIndex,show_trials.ran
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510875,001,2024-10-21_12h09.23.807,experiment,2023.2.3,Win32,250,66749596518f556e28f505d9,67161eeb597aecbabe02595a,67167c76bca95e043bd63b93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.3211,,space,0.6682,,4,purple_gnome,4,0,bright_forest,red_basket,green_gnome,4,2,dark_forest,yellow_basket,0,0,0,1,purple_gnome,bright_forest,red_basket,139,3,-4,1,0,8,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510875,001,2024-10-21_12h09.23.807,experiment,2023.2.3,Win32,250,66749596518f556e28f505d9,67161eeb597aecbabe02595a,67167c76bca95e043bd63b93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,0.3165,,space,0.4242,,3,pink_gnome,3,3,bright_forest,red_basket,brown_gnome,3,2,dark_forest,yellow_basket,10,0,0,1,brown_gnome,dark_forest,yellow_basket,149,2,-2,1,1,9,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510875,001,2024-10-21_12h09.23.807,experiment,2023.2.3,Win32,250,66749596518f556e28f505d9,67161eeb597aecbabe02595a,67167c76bca95e043bd63b93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,0.283,,space,0.3167,,1,blue_gnome,1,0,dark_forest,yellow_basket,red_gnome,1,5,bright_forest,red_basket,25,0,0,1,red_gnome,bright_forest,red_basket,174,1,3,1,2,10,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510875,001,2024-10-21_12h09.23.807,experiment,2023.2.3,Win32,250,66749596518f556e28f505d9,67161eeb597aecbabe02595a,67167c76bca95e043bd63b93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,0.4333,,space,0.3778,,2,orange_gnome,2,6,bright_forest,red_basket,yellow_gnome,2,3,dark_forest,yellow_basket,3,0,0,1,yellow_gnome,dark_forest,yellow_basket,177,-1,-1,1,3,11,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510875,001,2024-10-21_12h09.23.807,experiment,2023.2.3,Win32,250,66749596518f556e28f505d9,67161eeb597aecbabe02595a,67167c76bca95e043bd63b93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,0.4084,,space,0.6483,,2,orange_gnome,2,5,bright_forest,red_basket,yellow_gnome,2,2,dark_forest,yellow_basket,10,0,0,1,yellow_gnome,dark_forest,yellow_basket,187,-3,2,1,4,12,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510875,001,2024-10-21_12h09.23.807,experiment,2023.2.3,Win32,250,66749596518f556e28f505d9,67161eeb597aecbabe02595a,67167c76bca95e043bd63b93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.3559,,space,0.6219,,1,blue_gnome,1,4,dark_forest,yellow_basket,red_gnome,1,2,bright_forest,red_basket,20,0,0,1,blue_gnome,dark_forest,yellow_basket,207,1,1,1,5,13,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510875,001,2024-10-21_12h09.23.807,experiment,2023.2.3,Win32,250,66749596518f556e28f505d9,67161eeb597aecbabe02595a,67167c76bca95e043bd63b93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.376,,space,0.6034,,3,pink_gnome,3,3,bright_forest,red_basket,brown_gnome,3,5,dark_forest,yellow_basket,15,0,0,1,pink_gnome,bright_forest,red_basket,222,1,2,1,6,14,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510875,001,2024-10-21_12h09.23.807,experiment,2023.2.3,Win32,250,66749596518f556e28f505d9,67161eeb597aecbabe02595a,67167c76bca95e043bd63b93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.5673,,space,0.4569,,1,blue_gnome,1,7,dark_forest,yellow_basket,red_gnome,1,4,bright_forest,red_basket,35,0,0,1,blue_gnome,dark_forest,yellow_basket,257,2,-2,1,7,15,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510875,001,2024-10-21_12h09.23.807,experiment,2023.2.3,Win32,250,66749596518f556e28f505d9,67161eeb597aecbabe02595a,67167c76bca95e043bd63b93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,0.6433,,space,0.9451,,1,red_gnome,1,6,bright_forest,red_basket,blue_gnome,1,5,dark_forest,yellow_basket,5,0,0,1,blue_gnome,dark_forest,yellow_basket,262,2,-2,2,0,16,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510875,001,2024-10-21_12h09.23.807,experiment,2023.2.3,Win32,250,66749596518f556e28f505d9,67161eeb597aecbabe02595a,67167c76bca95e043bd63b93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.8161,,space,0.6822,,2,yellow_gnome,2,3,dark_forest,yellow_basket,orange_gnome,2,8,bright_forest,red_basket,15,0,0,1,yellow_gnome,dark_forest,yellow_basket,277,4,2,2,1,17,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510875,001,2024-10-21_12h09.23.807,experiment,2023.2.3,Win32,250,66749596518f556e28f505d9,67161eeb597aecbabe02595a,67167c76bca95e043bd63b93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.2448,,space,0.6847,,3,brown_gnome,3,5,dark_forest,yellow_basket,pink_gnome,3,6,bright_forest,red_basket,5,0,0,1,brown_gnome,dark_forest,yellow_basket,282,0,2,2,2,18,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510875,001,2024-10-21_12h09.23.807,experiment,2023.2.3,Win32,250,66749596518f556e28f505d9,67161eeb597aecbabe02595a,67167c76bca95e043bd63b93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.5922,,space,0.4273,,2,orange_gnome,2,6,bright_forest,red_basket,yellow_gnome,2,7,dark_forest,yellow_basket,6,0,0,1,orange_gnome,bright_forest,red_basket,288,4,-3,2,3,19,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510875,001,2024-10-21_12h09.23.807,experiment,2023.2.3,Win32,250,66749596518f556e28f505d9,67161eeb597aecbabe02595a,67167c76bca95e043bd63b93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,0.6217,,space,0.8653,,3,pink_gnome,3,8,bright_forest,red_basket,brown_gnome,3,4,dark_forest,yellow_basket,4,0,0,1,brown_gnome,dark_forest,yellow_basket,292,2,3,2,4,20,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510875,001,2024-10-21_12h09.23.807,experiment,2023.2.3,Win32,250,66749596518f556e28f505d9,67161eeb597aecbabe02595a,67167c76bca95e043bd63b93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,0.9193,,space,1.1854,,4,green_gnome,4,7,dark_forest,yellow_basket,purple_gnome,4,8,bright_forest,red_basket,40,0,0,1,purple_gnome,bright_forest,red_basket,332,-1,0,2,5,21,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510875,001,2024-10-21_12h09.23.807,experiment,2023.2.3,Win32,250,66749596518f556e28f505d9,67161eeb597aecbabe02595a,67167c76bca95e043bd63b93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.6206,,space,0.5081,,1,red_gnome,1,7,bright_forest,red_basket,blue_gnome,1,7,dark_forest,yellow_basket,7,0,0,1,red_gnome,bright_forest,red_basket,339,2,1,2,6,22,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510875,001,2024-10-21_12h09.23.807,experiment,2023.2.3,Win32,250,66749596518f556e28f505d9,67161eeb597aecbabe02595a,67167c76bca95e043bd63b93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.7302,,space,0.4899,,3,brown_gnome,3,8,dark_forest,yellow_basket,pink_gnome,3,9,bright_forest,red_basket,8,0,0,1,brown_gnome,dark_forest,yellow_basket,347,1,2,2,7,23,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510875,001,2024-10-21_12h09.23.807,experiment,2023.2.3,Win32,250,66749596518f556e28f505d9,67161eeb597aecbabe02595a,67167c76bca95e043bd63b93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.4039,,space,0.3996,,2,orange_gnome,2,8,bright_forest,red_basket,yellow_gnome,2,8,dark_forest,yellow_basket,8,0,0,1,orange_gnome,bright_forest,red_basket,355,1,0,3,0,24,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510875,001,2024-10-21_12h09.23.807,experiment,2023.2.3,Win32,250,66749596518f556e28f505d9,67161eeb597aecbabe02595a,67167c76bca95e043bd63b93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.3957,,space,0.4115,,2,yellow_gnome,2,8,dark_forest,yellow_basket,orange_gnome,2,9,bright_forest,red_basket,8,0,0,1,yellow_gnome,dark_forest,yellow_basket,363,2,1,3,1,25,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510875,001,2024-10-21_12h09.23.807,experiment,2023.2.3,Win32,250,66749596518f556e28f505d9,67161eeb597aecbabe02595a,67167c76bca95e043bd63b93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.6162,,space,0.4454,,3,pink_gnome,3,7,bright_forest,red_basket,brown_gnome,3,9,dark_forest,yellow_basket,7,0,0,1,pink_gnome,bright_forest,red_basket,370,-1,-1,3,2,26,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510875,001,2024-10-21_12h09.23.807,experiment,2023.2.3,Win32,250,66749596518f556e28f505d9,67161eeb597aecbabe02595a,67167c76bca95e043bd63b93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.7348,,space,0.4579,,4,purple_gnome,4,6,bright_forest,red_basket,green_gnome,4,8,dark_forest,yellow_basket,6,0,0,1,purple_gnome,bright_forest,red_basket,376,1,-4,3,3,27,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510875,001,2024-10-21_12h09.23.807,experiment,2023.2.3,Win32,250,66749596518f556e28f505d9,67161eeb597aecbabe02595a,67167c76bca95e043bd63b93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.3207,,space,0.3846,,4,purple_gnome,4,7,bright_forest,red_basket,green_gnome,4,4,dark_forest,yellow_basket,7,0,0,1,purple_gnome,bright_forest,red_basket,383,-2,-1,3,4,28,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510875,001,2024-10-21_12h09.23.807,experiment,2023.2.3,Win32,250,66749596518f556e28f505d9,67161eeb597aecbabe02595a,67167c76bca95e043bd63b93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.428,,space,0.4216,,4,purple_gnome,4,5,bright_forest,red_basket,green_gnome,4,3,dark_forest,yellow_basket,5,0,0,1,purple_gnome,bright_forest,red_basket,388,-1,-1,3,5,29,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510875,001,2024-10-21_12h09.23.807,experiment,2023.2.3,Win32,250,66749596518f556e28f505d9,67161eeb597aecbabe02595a,67167c76bca95e043bd63b93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.3252,,,,,2,yellow_gnome,2,2,dark_forest,yellow_basket,orange_gnome,2,4,bright_forest,red_basket,0,0,1,0,yellow_gnome,dark_forest,yellow_basket,388,3,0,3,6,30,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510875,001,2024-10-21_12h09.23.807,experiment,2023.2.3,Win32,250,66749596518f556e28f505d9,67161eeb597aecbabe02595a,67167c76bca95e043bd63b93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.6077,,space,0.4027,,1,red_gnome,1,7,bright_forest,red_basket,blue_gnome,1,2,dark_forest,yellow_basket,35,0,0,1,red_gnome,bright_forest,red_basket,423,0,1,3,7,31,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510875,001,2024-10-21_12h09.23.807,experiment,2023.2.3,Win32,250,66749596518f556e28f505d9,67161eeb597aecbabe02595a,67167c76bca95e043bd63b93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.5176,,space,0.3065,,4,purple_gnome,4,7,bright_forest,red_basket,green_gnome,4,3,dark_forest,yellow_basket,35,0,0,1,purple_gnome,bright_forest,red_basket,458,0,-2,4,0,32,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
